transaction_id,user_id,amount,transaction_date,payment_method
10769,8128,7992,2023-06-18,Net Banking
10770,9559,4324,2023-05-31,Net Banking
10771,8934,6572,2023-01-04,Debit Card
10772,2485,2327,2023-04-10,UPI
10773,1789,5639,2023-05-13,Credit Card
10774,3936,5649,2023-02-05,UPI
10775,3420,5557,2023-01-22,Net Banking
10776,1072,2312,2023-04-05,Net Banking
10777,1307,7613,2023-03-31,Credit Card
10778,4204,9013,2023-01-01,Debit Card
10779,481,9222,2023-04-10,Credit Card
10780,8677,1302,2023-06-22,Net Banking
10781,7446,4006,2023-03-30,UPI
10782,5184,9687,2023-03-29,Debit Card
10783,4406,9027,2023-05-15,Debit Card
10784,2760,4719,2023-01-01,Debit Card
10785,7112,5260,2023-05-24,UPI
10786,8995,691,2023-02-06,Credit Card
10787,2427,8845,2023-06-11,UPI
10788,4986,7131,2023-05-02,UPI
10789,8973,1766,2023-04-04,UPI
10790,9367,639,2023-02-21,Net Banking
10791,7907,8230,2023-05-26,Credit Card
10792,843,7223,2023-04-20,Credit Card
10793,5954,2199,2023-03-20,Credit Card
10794,8195,6165,2023-03-03,Net Banking
10795,2791,1031,2023-05-25,Net Banking
10796,2747,6995,2023-06-23,UPI
10797,3693,3678,2023-05-27,UPI
10798,2237,7054,2023-01-04,UPI
10799,3717,5897,2023-02-18,UPI
10800,4177,8523,2023-05-31,Credit Card
10801,2729,6890,2023-01-02,Debit Card
10802,6301,7044,2023-06-24,Net Banking
10803,8388,4423,2023-01-19,Credit Card
10804,4448,3714,2023-02-17,Net Banking
10805,7658,7104,2023-03-29,Credit Card
10806,413,6965,2023-05-06,UPI
10807,354,6148,2023-01-16,Credit Card
10808,3531,833,2023-04-11,Net Banking
10809,5193,1811,2023-05-05,Net Banking
10810,1667,1130,2023-01-26,Net Banking
10811,9648,117,2023-06-07,Net Banking
10812,4836,3583,2023-06-25,Credit Card
10813,83,5261,2023-05-28,Net Banking
10814,1920,5966,2023-03-26,UPI
10815,2615,1707,2023-06-14,Net Banking
10816,5621,8045,2023-04-07,Debit Card
10817,9752,1745,2023-06-26,Net Banking
10818,2358,9405,2023-06-13,Debit Card
10819,1059,3711,2023-01-29,Debit Card
10820,739,5432,2023-03-21,UPI
10821,8205,6106,2023-03-20,Credit Card
10822,99,7759,2023-02-05,Debit Card
10823,5979,7186,2023-03-08,UPI
10824,6105,837,2023-05-19,Debit Card
10825,3674,5621,2023-06-12,UPI
10826,5053,8497,2023-05-01,Net Banking
10827,5151,7910,2023-01-04,Credit Card
10828,7577,9927,2023-02-23,Debit Card
10829,189,2689,2023-05-10,Net Banking
10830,6048,1971,2023-06-12,UPI
10831,3002,3236,2023-03-28,UPI
10832,4236,6505,2023-05-04,Net Banking
10833,6741,1006,2023-01-21,Credit Card
10834,9438,9819,2023-02-28,Net Banking
10835,9442,7439,2023-05-30,Credit Card
10836,4354,4442,2023-06-16,Debit Card
10837,2491,1483,2023-01-25,Credit Card
10838,8826,5269,2023-01-23,Debit Card
10839,967,5776,2023-05-18,Debit Card
10840,3747,8824,2023-03-06,Credit Card
10841,6991,5959,2023-05-04,Debit Card
10842,444,7323,2023-05-29,UPI
10843,7506,6150,2023-03-22,Debit Card
10844,9411,2139,2023-04-20,Debit Card
10845,4801,3227,2023-03-03,UPI
10846,7903,7614,2023-04-12,Credit Card
10847,7546,8843,2023-06-11,Credit Card
10848,4034,3254,2023-05-11,Debit Card
10849,9842,9476,2023-01-05,Net Banking
10850,2540,434,2023-01-11,Credit Card
10851,9137,5784,2023-05-31,Net Banking
10852,264,3322,2023-05-22,Debit Card
10853,9802,9060,2023-05-23,Debit Card
10854,7060,7813,2023-05-16,Debit Card
10855,5774,1084,2023-05-30,Net Banking
10856,3308,5205,2023-06-24,Credit Card
10857,6365,8888,2023-05-17,UPI
10858,4776,9957,2023-04-21,Net Banking
10859,7373,1628,2023-06-20,Net Banking
10860,7342,1926,2023-03-12,Credit Card
10861,870,4728,2023-02-24,Net Banking
10862,7287,9423,2023-01-25,Credit Card
10863,7965,623,2023-03-13,Net Banking
10864,1905,7206,2023-05-17,UPI
10865,2881,3905,2023-05-04,UPI
10866,2951,1728,2023-01-08,Credit Card
10867,4794,7960,2023-05-06,UPI
10868,6239,6955,2023-04-19,Credit Card
10869,9149,1949,2023-03-27,Credit Card
10870,8544,8796,2023-06-22,Credit Card
10871,5481,9140,2023-01-20,Debit Card
10872,1872,3094,2023-01-26,Net Banking
10873,7890,6638,2023-05-13,Credit Card
10874,1717,1662,2023-02-25,Debit Card
10875,3377,5126,2023-02-27,Net Banking
10876,5927,2701,2023-02-07,UPI
10877,4648,1719,2023-03-15,Net Banking
10878,6733,5491,2023-05-02,UPI
10879,2124,5965,2023-02-09,Net Banking
10880,6404,6265,2023-04-24,Debit Card
10881,3685,8279,2023-04-19,Debit Card
10882,6233,1613,2023-03-08,Credit Card
10883,8865,6128,2023-06-28,UPI
10884,5899,1470,2023-05-04,Debit Card
10885,3679,7660,2023-05-11,Debit Card
10886,3057,6359,2023-04-22,Credit Card
10887,921,5277,2023-01-08,Net Banking
10888,6215,7998,2023-05-16,Net Banking
10889,5881,4207,2023-03-09,Credit Card
10890,5482,9757,2023-04-05,Debit Card
10891,393,6960,2023-02-01,Debit Card
10892,6903,2646,2023-04-08,UPI
10893,9592,9546,2023-01-22,Net Banking
10894,9848,1626,2023-05-06,Debit Card
10895,2467,2324,2023-01-18,Credit Card
10896,4391,6566,2023-04-30,Net Banking
10897,1162,3368,2023-02-11,Credit Card
10898,9079,3778,2023-05-12,Credit Card
10899,4124,9554,2023-04-19,Net Banking
10900,7219,2406,2023-06-04,Debit Card
10901,3807,2493,2023-03-31,Net Banking
10902,3003,1284,2023-06-12,UPI
10903,5631,3730,2023-02-23,UPI
10904,2417,8766,2023-04-17,Net Banking
10905,878,6015,2023-01-12,Credit Card
10906,2353,1989,2023-01-28,Credit Card
10907,8168,8490,2023-05-08,Credit Card
10908,7667,9603,2023-04-06,Credit Card
10909,5330,5879,2023-05-30,UPI
10910,1406,2350,2023-04-05,Debit Card
10911,4222,8138,2023-05-27,Debit Card
10912,7187,8063,2023-03-11,Debit Card
10913,388,6060,2023-01-04,UPI
10914,1622,9872,2023-01-06,Debit Card
10915,5659,8112,2023-06-20,Net Banking
10916,5729,3737,2023-02-20,UPI
10917,4537,2304,2023-04-29,UPI
10918,1069,3699,2023-01-15,Credit Card
10919,5269,5944,2023-05-29,UPI
10920,7491,5145,2023-02-14,UPI
10921,6260,8656,2023-06-09,Credit Card
10922,2395,9984,2023-06-08,Debit Card
10923,7981,9096,2023-06-17,Net Banking
10924,1597,9028,2023-06-15,UPI
10925,9400,9878,2023-01-29,Net Banking
10926,4466,6949,2023-01-29,Net Banking
10927,708,5361,2023-05-06,Debit Card
10928,2402,769,2023-06-16,UPI
10929,1778,7158,2023-06-22,Net Banking
10930,1721,4539,2023-06-12,Net Banking
10931,5063,8424,2023-02-09,Net Banking
10932,4840,8825,2023-04-16,Credit Card
10933,4126,7515,2023-05-13,Debit Card
10934,3577,6873,2023-02-06,Debit Card
10935,3531,8313,2023-06-27,Net Banking
10936,9518,3575,2023-06-17,Debit Card
10937,7568,1377,2023-03-31,Credit Card
10938,9857,485,2023-01-24,Credit Card
10939,2137,2518,2023-04-21,UPI
10940,8997,4383,2023-04-06,Credit Card
10941,8191,9373,2023-04-12,UPI
10942,6944,5298,2023-06-12,Debit Card
10943,7396,5762,2023-04-04,Credit Card
10944,9463,9543,2023-04-15,Debit Card
10945,819,4054,2023-04-25,UPI
10946,3335,2205,2023-06-04,UPI
10947,4833,8177,2023-03-02,Debit Card
10948,7420,5733,2023-01-27,Credit Card
10949,6191,3862,2023-04-04,Credit Card
10950,3925,6242,2023-05-02,UPI
10951,800,9071,2023-04-05,Credit Card
10952,7872,635,2023-05-25,UPI
10953,4388,6190,2023-05-14,Credit Card
10954,4490,7630,2023-04-14,Debit Card
10955,5776,9169,2023-04-11,Debit Card
10956,9008,3888,2023-06-03,Debit Card
10957,9527,8624,2023-03-11,Credit Card
10958,9399,4715,2023-02-17,Net Banking
10959,2243,6929,2023-02-15,Credit Card
10960,4937,2372,2023-05-17,Net Banking
10961,8072,7426,2023-04-15,Debit Card
10962,4116,5103,2023-05-24,Credit Card
10963,911,3473,2023-04-08,Credit Card
10964,336,7958,2023-03-27,Net Banking
10965,2077,7923,2023-04-18,UPI
10966,293,8635,2023-03-28,Net Banking
10967,9014,5125,2023-04-04,Debit Card
10968,1764,6084,2023-03-14,Net Banking
10969,2926,1741,2023-02-02,Debit Card
10970,8670,8709,2023-05-23,Net Banking
10971,1663,5366,2023-05-02,UPI
10972,6135,341,2023-04-21,Net Banking
10973,4182,8992,2023-04-18,Debit Card
10974,2412,7219,2023-06-06,Debit Card
10975,4224,3370,2023-04-02,UPI
10976,3998,103,2023-01-13,Credit Card
10977,7756,950,2023-03-27,Net Banking
10978,1813,6211,2023-01-27,UPI
10979,5101,9688,2023-06-22,UPI
10980,281,6387,2023-01-22,Credit Card
10981,1469,3067,2023-02-14,UPI
10982,3024,2270,2023-05-26,Credit Card
10983,6336,5287,2023-06-01,Credit Card
10984,4178,8183,2023-03-03,Credit Card
10985,6831,178,2023-01-22,Debit Card
10986,7016,464,2023-06-26,Debit Card
10987,8116,5837,2023-01-01,Net Banking
10988,4489,4333,2023-04-01,UPI
10989,9669,5140,2023-05-21,Credit Card
10990,1137,6936,2023-05-06,Credit Card
10991,3670,2077,2023-05-14,Net Banking
10992,5989,1069,2023-01-17,Net Banking
10993,1484,9274,2023-01-10,Debit Card
10994,1120,8308,2023-01-16,UPI
10995,8633,6183,2023-03-24,Credit Card
10996,3522,6837,2023-01-12,Credit Card
10997,7173,5320,2023-05-13,Debit Card
10998,9626,3644,2023-05-30,Credit Card
10999,2988,6096,2023-03-18,UPI
11000,7209,1347,2023-02-05,Credit Card
11001,3582,1191,2023-01-11,Net Banking
11002,4240,1821,2023-06-04,Net Banking
11003,4126,7336,2023-01-13,Debit Card
11004,6269,2207,2023-06-27,UPI
11005,9457,7690,2023-04-30,Credit Card
11006,2429,6097,2023-03-30,Net Banking
11007,4671,275,2023-04-24,Debit Card
11008,2792,6075,2023-03-07,Debit Card
11009,8916,4579,2023-01-11,Net Banking
11010,1662,8595,2023-03-18,Credit Card
11011,5758,3740,2023-04-23,Credit Card
11012,5530,7609,2023-06-05,UPI
11013,431,5703,2023-05-18,UPI
11014,4084,3418,2023-02-05,Net Banking
11015,9183,8427,2023-02-04,Credit Card
11016,1214,4737,2023-05-13,UPI
11017,1837,7401,2023-04-17,Net Banking
11018,3864,4708,2023-04-14,Debit Card
11019,7065,462,2023-01-07,Debit Card
11020,2969,3523,2023-03-29,Net Banking
11021,8944,9615,2023-06-04,Debit Card
11022,1131,6130,2023-06-06,Net Banking
11023,9059,7036,2023-03-27,Net Banking
11024,2058,8034,2023-03-16,Net Banking
11025,3744,2450,2023-03-02,Debit Card
11026,7248,5653,2023-05-26,Credit Card
11027,5942,3540,2023-04-03,Net Banking
11028,1530,8740,2023-05-13,UPI
11029,4170,4303,2023-04-24,UPI
11030,8101,2110,2023-04-06,UPI
11031,702,7236,2023-06-02,Debit Card
11032,94,6196,2023-01-30,UPI
11033,1726,7534,2023-03-11,UPI
11034,1945,5772,2023-03-26,Net Banking
11035,2686,4661,2023-04-17,UPI
11036,208,9506,2023-01-19,Debit Card
11037,7817,3982,2023-05-14,Debit Card
11038,53,7216,2023-05-31,Net Banking
11039,7398,2181,2023-06-25,Credit Card
11040,3199,3223,2023-06-08,Credit Card
11041,6752,7664,2023-06-20,UPI
11042,5244,3053,2023-03-30,Debit Card
11043,4360,2211,2023-05-22,Net Banking
11044,7852,2313,2023-02-10,UPI
11045,4988,1598,2023-03-02,Net Banking
11046,405,4696,2023-01-02,Net Banking
11047,7927,7673,2023-03-19,Net Banking
11048,9644,3301,2023-01-16,UPI
11049,968,4171,2023-04-11,Debit Card
11050,4102,153,2023-02-02,UPI
11051,1637,1241,2023-02-14,Net Banking
11052,2299,3495,2023-05-23,Net Banking
11053,3319,158,2023-01-27,Debit Card
11054,4074,2318,2023-06-07,Credit Card
11055,198,1270,2023-03-17,Debit Card
11056,9869,5431,2023-02-05,Credit Card
11057,8066,6084,2023-04-01,Net Banking
11058,4761,5355,2023-04-03,Credit Card
11059,1864,3140,2023-03-12,Credit Card
11060,1716,1949,2023-05-08,Credit Card
11061,1762,8235,2023-02-15,UPI
11062,1919,6363,2023-04-22,Credit Card
11063,4139,8857,2023-03-16,Debit Card
11064,3513,809,2023-02-19,Debit Card
11065,12,9464,2023-06-26,Net Banking
11066,6689,9755,2023-05-10,Credit Card
11067,6778,1337,2023-04-09,UPI
11068,4683,1888,2023-03-18,Credit Card
11069,7289,8618,2023-01-02,UPI
11070,8248,7323,2023-05-18,Net Banking
11071,6920,8262,2023-01-26,Debit Card
11072,5760,5455,2023-02-02,UPI
11073,4787,2304,2023-04-26,Net Banking
11074,2054,9551,2023-06-02,Net Banking
11075,2954,7399,2023-01-24,Net Banking
11076,7205,1539,2023-02-08,Debit Card
11077,2959,3585,2023-02-10,Credit Card
11078,6614,2805,2023-05-25,Credit Card
11079,4603,4369,2023-02-16,Debit Card
11080,2838,6300,2023-03-05,UPI
11081,4641,5104,2023-06-18,UPI
11082,6815,996,2023-03-18,UPI
11083,2432,4458,2023-06-02,Credit Card
11084,114,4848,2023-05-19,Credit Card
11085,3423,6866,2023-01-19,UPI
11086,368,1413,2023-03-02,Debit Card
11087,6577,5945,2023-05-30,Debit Card
11088,766,2119,2023-03-07,Debit Card
11089,7076,380,2023-01-07,UPI
11090,8778,6959,2023-02-11,Debit Card
11091,1212,5237,2023-01-26,UPI
11092,2499,8426,2023-01-16,UPI
11093,3609,7405,2023-01-05,UPI
11094,632,3067,2023-01-25,UPI
11095,9471,9972,2023-05-25,Debit Card
11096,8572,9331,2023-03-14,UPI
11097,6188,646,2023-02-23,Debit Card
11098,3750,6499,2023-01-25,Net Banking
11099,7916,3559,2023-05-17,Debit Card
11100,9443,1793,2023-06-07,Net Banking
11101,1224,1295,2023-05-14,UPI
11102,3225,3253,2023-04-30,Net Banking
11103,4306,5026,2023-06-09,Debit Card
11104,3226,3102,2023-02-04,UPI
11105,9847,5867,2023-01-15,UPI
11106,7622,9376,2023-02-17,Net Banking
11107,6855,6038,2023-05-08,Debit Card
11108,2035,7819,2023-03-02,UPI
11109,209,9767,2023-06-08,UPI
11110,9787,6768,2023-01-23,UPI
11111,93,3375,2023-04-16,Debit Card
11112,5832,6306,2023-01-27,UPI
11113,855,4545,2023-04-28,Debit Card
11114,6690,210,2023-05-17,Debit Card
11115,5093,1147,2023-04-09,Net Banking
11116,9282,8684,2023-04-11,UPI
11117,7608,9250,2023-05-02,Credit Card
11118,663,3652,2023-03-08,Credit Card
11119,997,6601,2023-02-09,UPI
11120,8367,4431,2023-05-06,Net Banking
11121,2985,9346,2023-01-27,UPI
11122,4266,2719,2023-01-13,UPI
11123,9268,9596,2023-05-12,Net Banking
11124,2462,4118,2023-05-12,Credit Card
11125,8819,2111,2023-03-28,Credit Card
11126,5050,6303,2023-04-26,Debit Card
11127,2056,615,2023-03-03,UPI
11128,9409,8978,2023-06-25,Net Banking
11129,8991,1498,2023-02-04,Credit Card
11130,9781,7884,2023-02-13,Credit Card
11131,2024,696,2023-06-25,UPI
11132,9479,9425,2023-06-25,Credit Card
11133,2394,123,2023-04-01,Net Banking
11134,7348,6221,2023-06-17,Credit Card
11135,367,1804,2023-06-17,Net Banking
11136,4909,8482,2023-04-30,Debit Card
11137,6275,7242,2023-05-16,Credit Card
11138,5167,5082,2023-05-02,UPI
11139,8526,3043,2023-03-02,Net Banking
11140,8236,9925,2023-03-13,Debit Card
11141,438,7211,2023-01-20,UPI
11142,6370,2379,2023-06-28,UPI
11143,2358,9797,2023-05-03,Net Banking
11144,5393,8929,2023-03-21,Debit Card
11145,4018,3288,2023-02-22,Debit Card
11146,8741,2593,2023-03-13,UPI
11147,7184,1367,2023-02-21,Net Banking
11148,8479,8071,2023-03-29,Credit Card
11149,3228,2753,2023-05-09,Net Banking
11150,4248,4918,2023-02-25,Debit Card
11151,3328,1525,2023-03-10,Net Banking
11152,1213,3509,2023-03-14,Debit Card
11153,1972,9207,2023-01-13,Credit Card
11154,7497,720,2023-04-23,UPI
11155,4213,8933,2023-03-20,Credit Card
11156,8506,1425,2023-03-25,Net Banking
11157,5426,958,2023-04-01,Debit Card
11158,5641,2924,2023-06-03,Debit Card
11159,2971,5316,2023-06-26,UPI
11160,5184,8847,2023-04-02,UPI
11161,6503,371,2023-01-29,Debit Card
11162,7935,8743,2023-03-12,UPI
11163,1073,1726,2023-03-05,UPI
11164,7915,7593,2023-04-19,Credit Card
11165,5349,7224,2023-03-30,UPI
11166,2103,5835,2023-02-05,Debit Card
11167,2374,8650,2023-01-11,Credit Card
11168,2848,4825,2023-05-03,Net Banking
11169,8508,7512,2023-01-25,UPI
11170,7016,867,2023-05-10,Debit Card
11171,940,7066,2023-01-03,Net Banking
11172,2978,5631,2023-04-13,Credit Card
11173,6696,7512,2023-01-17,Debit Card
11174,5476,2644,2023-02-18,UPI
11175,2614,4341,2023-04-05,UPI
11176,9051,357,2023-02-02,Credit Card
11177,8040,5125,2023-03-12,Credit Card
11178,4027,4548,2023-02-20,Credit Card
11179,6689,2150,2023-04-29,Credit Card
11180,8406,8258,2023-01-31,UPI
11181,7930,9622,2023-02-17,UPI
11182,3373,7460,2023-03-04,UPI
11183,207,2483,2023-01-19,Net Banking
11184,6552,3032,2023-06-12,Credit Card
11185,4106,9460,2023-04-01,Debit Card
11186,841,3428,2023-04-08,Debit Card
11187,492,1339,2023-04-09,UPI
11188,289,3138,2023-03-27,UPI
11189,4215,1326,2023-04-24,Debit Card
11190,5036,9522,2023-04-17,Net Banking
11191,5882,9883,2023-01-10,Debit Card
11192,9252,3673,2023-05-20,UPI
11193,1771,9923,2023-02-14,Credit Card
11194,4339,564,2023-06-22,UPI
11195,2292,2481,2023-04-09,Net Banking
11196,621,9534,2023-03-13,Net Banking
11197,5107,7610,2023-06-07,Credit Card
11198,9021,1778,2023-03-01,UPI
11199,3099,2666,2023-01-09,Debit Card
11200,4365,5818,2023-03-26,Credit Card
11201,3767,3267,2023-02-08,Net Banking
11202,8775,6076,2023-05-16,Net Banking
11203,5285,9087,2023-01-03,Net Banking
11204,6272,6622,2023-02-09,Credit Card
11205,8073,9140,2023-05-21,UPI
11206,191,6429,2023-02-01,Credit Card
11207,3129,453,2023-01-14,Credit Card
11208,422,7357,2023-04-28,UPI
11209,9203,341,2023-03-30,UPI
11210,8879,1267,2023-06-14,Debit Card
11211,1314,1439,2023-05-26,Credit Card
11212,3153,5496,2023-03-26,Net Banking
11213,3159,6790,2023-05-31,UPI
11214,8254,2079,2023-01-06,Net Banking
11215,1732,6784,2023-05-19,Credit Card
11216,6717,7832,2023-03-29,UPI
11217,5424,1678,2023-04-04,Credit Card
11218,2729,8564,2023-03-04,Net Banking
11219,7045,8589,2023-04-05,Net Banking
11220,9845,3017,2023-01-28,Credit Card
11221,8319,6229,2023-04-27,Debit Card
11222,9682,3380,2023-03-22,Net Banking
11223,7335,1508,2023-01-15,UPI
11224,4957,9096,2023-04-28,Credit Card
11225,9453,6266,2023-01-02,Credit Card
11226,1483,7771,2023-01-30,Net Banking
11227,4146,905,2023-01-10,UPI
11228,2110,7753,2023-06-13,Debit Card
11229,5343,9139,2023-06-17,Credit Card
11230,5104,4787,2023-05-12,Debit Card
11231,2655,9526,2023-05-13,Debit Card
11232,5006,1720,2023-05-25,Debit Card
11233,9770,3811,2023-04-30,Net Banking
11234,9903,3130,2023-05-17,Net Banking
11235,2063,6689,2023-04-14,UPI
11236,2090,3631,2023-05-01,Net Banking
11237,3334,4609,2023-01-21,UPI
11238,5157,4796,2023-01-25,Net Banking
11239,9625,4192,2023-01-16,Debit Card
11240,3807,6484,2023-03-11,Credit Card
11241,5053,6603,2023-02-04,Credit Card
11242,2578,4554,2023-04-13,UPI
11243,4044,8234,2023-02-10,Credit Card
11244,7333,2375,2023-06-15,UPI
11245,3834,7468,2023-02-13,Debit Card
11246,2574,3663,2023-06-03,Credit Card
11247,3250,4529,2023-01-02,Net Banking
11248,7517,7955,2023-04-06,Credit Card
11249,9412,2000,2023-03-09,UPI
11250,5911,2742,2023-02-10,Net Banking
11251,42,7350,2023-03-05,UPI
11252,2611,9141,2023-05-12,UPI
11253,206,2699,2023-04-02,UPI
11254,4826,7932,2023-05-24,Debit Card
11255,9609,8069,2023-04-18,Credit Card
11256,8827,5089,2023-05-19,Net Banking
11257,8475,2105,2023-06-21,UPI
11258,7336,2143,2023-04-07,Credit Card
11259,6081,1712,2023-05-15,UPI
11260,4876,7016,2023-04-22,Debit Card
11261,8340,8355,2023-06-03,Credit Card
11262,3244,3579,2023-06-24,UPI
11263,4303,3224,2023-03-29,Net Banking
11264,8201,2442,2023-01-11,Net Banking
11265,6613,6424,2023-06-03,Credit Card
11266,3301,903,2023-04-06,Debit Card
11267,7450,2562,2023-01-26,Debit Card
11268,3306,3700,2023-06-03,Credit Card
11269,1750,1476,2023-04-08,UPI
11270,3597,5851,2023-03-24,Net Banking
11271,1800,8347,2023-04-26,Debit Card
11272,2060,4082,2023-06-29,Debit Card
11273,3180,6989,2023-06-23,Net Banking
11274,7576,931,2023-06-16,Net Banking
11275,6548,990,2023-02-28,Debit Card
11276,2327,7790,2023-03-04,Net Banking
11277,7447,7565,2023-03-28,UPI
11278,7515,9609,2023-01-13,UPI
11279,6124,4465,2023-06-16,Net Banking
11280,2760,2259,2023-06-06,Debit Card
11281,6293,7742,2023-06-07,Debit Card
11282,2659,2003,2023-05-24,Net Banking
11283,21,2127,2023-02-22,UPI
11284,6702,6501,2023-02-27,Net Banking
11285,7748,3045,2023-04-02,Net Banking
11286,9696,2135,2023-01-28,Credit Card
11287,7298,1244,2023-06-16,Net Banking
11288,8560,2183,2023-03-11,UPI
11289,8897,4901,2023-04-06,UPI
11290,5503,3606,2023-06-01,Debit Card
11291,222,7754,2023-02-16,Debit Card
11292,7961,5309,2023-03-02,Debit Card
11293,8612,2319,2023-01-05,Debit Card
11294,1287,4530,2023-02-27,Credit Card
11295,6030,3179,2023-06-08,Credit Card
11296,2327,3933,2023-05-11,Debit Card
11297,5648,3987,2023-06-05,UPI
11298,1185,4577,2023-06-09,Debit Card
11299,8581,8129,2023-02-04,Credit Card
11300,3254,1332,2023-02-12,Credit Card
11301,1775,4555,2023-03-29,Net Banking
11302,4508,7348,2023-06-16,Debit Card
11303,2601,2218,2023-02-06,Credit Card
11304,4840,1773,2023-02-06,Net Banking
11305,2557,5502,2023-01-07,Net Banking
11306,5984,5715,2023-02-16,Debit Card
11307,4286,4408,2023-01-22,UPI
11308,9151,4095,2023-03-21,UPI
11309,5027,5076,2023-01-07,Net Banking
11310,9945,6312,2023-01-16,UPI
11311,8492,2418,2023-03-24,Debit Card
11312,3007,9555,2023-06-19,UPI
11313,9868,1384,2023-01-03,Debit Card
11314,5638,2705,2023-06-28,Credit Card
11315,2055,9777,2023-01-09,UPI
11316,5877,3986,2023-02-14,Credit Card
11317,2744,5117,2023-06-26,UPI
11318,4001,5747,2023-04-30,Debit Card
11319,5078,7286,2023-01-03,Net Banking
11320,7438,6210,2023-04-22,Credit Card
11321,5711,4122,2023-01-26,Debit Card
11322,9809,8301,2023-03-31,Credit Card
11323,7320,2978,2023-06-26,Credit Card
11324,8943,9385,2023-04-20,UPI
11325,4633,314,2023-04-01,UPI
11326,1567,2045,2023-03-23,Debit Card
11327,9390,1179,2023-02-01,Net Banking
11328,4784,3873,2023-05-05,UPI
11329,349,6287,2023-06-21,UPI
11330,2129,5415,2023-02-01,Net Banking
11331,1181,693,2023-02-02,Credit Card
11332,4275,3788,2023-04-23,UPI
11333,5946,8972,2023-05-28,Debit Card
11334,5618,3195,2023-03-29,Net Banking
11335,4846,667,2023-03-04,UPI
11336,969,4910,2023-02-23,UPI
11337,8304,8191,2023-01-07,Net Banking
11338,8668,790,2023-05-01,Net Banking
11339,5568,4946,2023-03-04,Credit Card
11340,9938,7032,2023-05-26,Credit Card
11341,6649,381,2023-04-08,Net Banking
11342,5866,7394,2023-06-28,UPI
11343,2874,6435,2023-04-08,UPI
11344,5709,4347,2023-05-01,Credit Card
11345,7610,4261,2023-02-13,UPI
11346,8218,5143,2023-03-10,UPI
11347,4296,2727,2023-05-29,UPI
11348,2028,9665,2023-03-31,Credit Card
11349,2502,4697,2023-04-28,Net Banking
11350,3732,6261,2023-04-15,Net Banking
11351,137,5795,2023-04-27,Net Banking
11352,6863,5996,2023-03-26,Debit Card
11353,1864,9448,2023-04-05,Credit Card
11354,9478,7483,2023-03-18,Net Banking
11355,4376,9220,2023-02-21,Debit Card
11356,1344,6585,2023-06-10,UPI
11357,5358,101,2023-05-19,Credit Card
11358,3050,5460,2023-03-21,Debit Card
11359,236,9192,2023-01-25,Net Banking
11360,4587,9548,2023-02-17,UPI
11361,703,7274,2023-02-12,UPI
11362,5145,2907,2023-01-29,Debit Card
11363,1310,6783,2023-03-02,Net Banking
11364,9662,4117,2023-04-22,Credit Card
11365,3651,4475,2023-04-10,UPI
11366,8010,2681,2023-02-08,UPI
11367,2185,4402,2023-02-12,Net Banking
11368,6723,2550,2023-03-05,UPI
11369,733,1488,2023-06-20,Credit Card
11370,9864,698,2023-04-05,Credit Card
11371,3046,9922,2023-01-16,Debit Card
11372,6862,6979,2023-06-13,UPI
11373,6923,5577,2023-04-30,Net Banking
11374,3862,9302,2023-01-12,UPI
11375,3773,6011,2023-05-26,Credit Card
11376,1528,6765,2023-05-10,Net Banking
11377,7259,236,2023-06-15,Debit Card
11378,5055,2329,2023-01-12,UPI
11379,540,3625,2023-03-08,UPI
11380,7785,6477,2023-02-12,Net Banking
11381,6711,946,2023-05-17,UPI
11382,7748,5943,2023-01-28,Net Banking
11383,1771,4103,2023-05-06,Debit Card
11384,5655,3195,2023-04-27,Debit Card
11385,4360,2000,2023-03-07,UPI
11386,9061,4335,2023-04-20,Net Banking
11387,1386,9498,2023-04-24,Net Banking
11388,6987,4807,2023-06-28,Debit Card
11389,1771,8481,2023-05-05,Net Banking
11390,3303,3995,2023-05-31,Net Banking
11391,7197,1653,2023-02-10,UPI
11392,1666,5648,2023-06-02,UPI
11393,5716,9490,2023-01-27,Credit Card
11394,8128,510,2023-05-08,Net Banking
11395,7598,1859,2023-03-04,Credit Card
11396,3166,9743,2023-02-11,Credit Card
11397,6203,6302,2023-01-24,Net Banking
11398,6849,2857,2023-04-04,Net Banking
11399,3866,9427,2023-02-03,UPI
11400,534,1902,2023-01-05,Net Banking
11401,5664,980,2023-05-06,UPI
11402,8342,8825,2023-02-06,Debit Card
11403,5398,6200,2023-04-27,Net Banking
11404,5982,486,2023-03-10,UPI
11405,1050,2440,2023-03-19,UPI
11406,7133,2452,2023-04-08,UPI
11407,1014,5689,2023-03-14,Credit Card
11408,2064,1794,2023-03-05,Debit Card
11409,4733,3124,2023-01-04,Credit Card
11410,5358,2777,2023-03-03,Debit Card
11411,8081,8562,2023-03-14,Debit Card
11412,2500,4814,2023-03-14,Net Banking
11413,5758,1261,2023-06-14,Net Banking
11414,6707,9364,2023-04-14,Credit Card
11415,7292,9171,2023-06-29,Net Banking
11416,7523,4935,2023-04-16,Debit Card
11417,5526,3294,2023-05-18,Credit Card
11418,9258,7314,2023-01-12,UPI
11419,1192,5558,2023-02-16,Net Banking
11420,1959,7442,2023-01-11,Debit Card
11421,1063,6429,2023-03-12,Credit Card
11422,5594,1982,2023-04-02,UPI
11423,4955,1128,2023-01-08,Debit Card
11424,1387,7668,2023-05-21,Credit Card
